driverStandingsId,raceId,driverId,points,position,positionText,wins,is_classified
1,18,1,10,1,1,1,True
2,18,2,8,2,2,0,True
3,18,3,6,3,3,0,True
4,18,4,5,4,4,0,True
5,18,5,4,5,5,0,True
6,18,6,3,6,6,0,True
7,18,7,2,7,7,0,True
8,18,8,1,8,8,0,True
9,19,1,14,1,1,1,True
10,19,2,11,3,3,0,True
11,19,3,6,6,6,0,True
12,19,4,6,7,7,0,True
13,19,5,10,4,4,0,True
14,19,6,3,9,9,0,True
15,19,7,2,10,10,0,True
16,19,8,11,2,2,1,True
17,19,9,8,5,5,0,True
18,19,15,5,8,8,0,True
19,19,17,2,11,11,0,True
20,19,14,0,12,12,0,True
21,19,18,0,13,13,0,True
22,19,12,0,14,14,0,True
23,19,21,0,15,15,0,True
24,19,22,0,16,16,0,True
25,19,19,0,17,17,0,True
26,19,11,0,18,18,0,True
27,20,1,14,3,3,1,True
28,20,2,16,2,2,0,True
29,20,3,7,8,8,0,True
30,20,4,6,9,9,0,True
31,20,5,14,5,5,0,True
32,20,6,3,11,11,0,True
33,20,7,2,12,12,0,True
34,20,8,19,1,1,1,True
35,20,9,14,4,4,0,True
36,20,15,8,7,7,0,True
37,20,17,4,10,10,0,True
38,20,14,0,13,13,0,True
39,20,18,0,15,15,0,True
40,20,12,0,17,17,0,True
41,20,21,0,18,18,0,True
42,20,22,0,16,16,0,True
43,20,19,0,19,19,0,True
44,20,11,0,20,20,0,True
45,20,13,10,6,6,1,True
46,20,10,0,14,14,0,True
47,20,16,0,21,21,0,True
48,21,1,20,2,2,1,True
49,21,2,16,5,5,0,True
50,21,3,7,9,9,0,True
51,21,4,6,10,10,0,True
52,21,5,14,6,6,0,True
53,21,6,5,11,11,0,True
54,21,7,2,13,13,0,True
55,21,8,29,1,1,2,True
56,21,9,19,3,3,0,True
57,21,15,9,7,7,0,True
58,21,17,8,8,8,0,True
59,21,14,0,15,15,0,True
60,21,18,3,12,12,0,True
61,21,12,0,18,18,0,True
62,21,21,0,16,16,0,True
63,21,22,0,17,17,0,True
64,21,19,0,20,20,0,True
65,21,11,0,19,19,0,True
66,21,13,18,4,4,1,True
67,21,10,0,14,14,0,True
68,21,16,0,21,21,0,True
69,22,1,28,3,3,1,True
70,22,2,20,5,5,0,True
71,22,3,8,10,10,0,True
72,22,4,9,8,8,0,True
73,22,5,14,6,6,0,True
74,22,6,5,11,11,0,True
75,22,7,2,13,13,0,True
76,22,8,35,1,1,2,True
77,22,9,24,4,4,0,True
78,22,15,9,9,9,0,True
79,22,17,10,7,7,0,True
80,22,14,0,14,14,0,True
81,22,18,3,12,12,0,True
82,22,12,0,18,18,0,True
83,22,21,0,16,16,0,True
84,22,22,0,17,17,0,True
85,22,19,0,20,20,0,True
86,22,11,0,19,19,0,True
87,22,13,28,2,2,2,True
88,22,10,0,15,15,0,True
89,22,16,0,21,21,0,True
90,22,20,0,22,22,0,True
91,23,1,38,1,1,2,True
92,23,2,20,5,5,0,True
93,23,3,8,10,10,0,True
94,23,4,9,8,8,0,True
95,23,5,15,6,6,0,True
96,23,6,7,11,11,0,True
97,23,7,2,15,15,0,True
98,23,8,35,2,2,2,True
99,23,9,32,4,4,0,True
100,23,15,9,9,9,0,True
101,23,17,15,7,7,0,True
102,23,14,0,16,16,0,True
103,23,18,3,13,13,0,True
104,23,12,0,19,19,0,True
105,23,21,0,18,18,0,True
106,23,22,3,14,14,0,True
107,23,19,0,21,21,0,True
108,23,11,0,20,20,0,True
109,23,13,34,3,3,2,True
110,23,10,0,17,17,0,True
111,23,16,0,22,22,0,True
112,23,20,4,12,12,0,True
113,24,1,38,2,2,2,True
114,24,2,28,5,5,0,True
115,24,3,8,10,10,0,True
116,24,4,9,9,9,0,True
117,24,5,15,6,6,0,True
118,24,6,7,11,11,0,True
119,24,7,2,17,17,0,True
120,24,8,35,4,4,2,True
121,24,9,42,1,1,1,True
122,24,15,12,8,8,0,True
123,24,17,15,7,7,0,True
124,24,14,6,12,12,0,True
125,24,18,3,16,16,0,True
126,24,12,0,19,19,0,True
127,24,21,0,18,18,0,True
128,24,22,5,15,15,0,True
129,24,19,0,21,21,0,True
130,24,11,0,20,20,0,True
131,24,13,38,3,3,2,True
132,24,10,5,13,13,0,True
133,24,16,0,22,22,0,True
134,24,20,5,14,14,0,True
135,25,1,38,4,4,2,True
136,25,2,28,5,5,0,True
137,25,3,8,10,10,0,True
138,25,4,10,9,9,0,True
139,25,5,20,6,6,0,True
140,25,6,7,11,11,0,True
141,25,7,2,18,18,0,True
142,25,8,43,3,3,2,True
143,25,9,46,2,2,1,True
144,25,15,18,7,7,0,True
145,25,17,18,8,8,0,True
146,25,14,6,12,12,0,True
147,25,18,3,16,16,0,True
148,25,12,2,17,17,0,True
149,25,21,0,19,19,0,True
150,25,22,5,15,15,0,True
151,25,19,0,21,21,0,True
152,25,11,0,20,20,0,True
153,25,13,48,1,1,3,True
154,25,10,5,13,13,0,True
155,25,16,0,22,22,0,True
156,25,20,5,14,14,0,True
157,26,1,48,1,1,3,True
158,26,2,36,5,5,0,True
159,26,3,8,11,11,0,True
160,26,4,13,9,9,0,True
161,26,5,24,6,6,0,True
162,26,6,8,12,12,0,True
163,26,7,2,17,17,0,True
164,26,8,48,3,3,2,True
165,26,9,46,4,4,1,True
166,26,15,20,7,7,0,True
167,26,17,18,8,8,0,True
168,26,14,6,13,13,0,True
169,26,18,3,16,16,0,True
170,26,12,2,18,18,0,True
171,26,21,0,19,19,0,True
172,26,22,11,10,10,0,True
173,26,19,0,21,21,0,True
174,26,11,0,20,20,0,True
175,26,13,48,2,2,3,True
176,26,10,5,14,14,0,True
177,26,16,0,22,22,0,True
178,26,20,5,15,15,0,True
179,27,1,58,1,1,4,True
180,27,2,41,5,5,0,True
181,27,3,8,12,12,0,True
182,27,4,13,9,9,0,True
183,27,5,28,6,6,0,True
184,27,6,8,13,13,0,True
185,27,7,2,18,18,0,True
186,27,8,51,3,3,2,True
187,27,9,48,4,4,1,True
188,27,15,20,7,7,0,True
189,27,17,18,8,8,0,True
190,27,14,6,14,14,0,True
191,27,18,3,17,17,0,True
192,27,12,10,11,11,0,True
193,27,21,0,19,19,0,True
194,27,22,11,10,10,0,True
195,27,19,0,22,22,0,True
196,27,11,0,20,20,0,True
197,27,13,54,2,2,3,True
198,27,10,5,16,16,0,True
199,27,16,0,21,21,0,True
200,27,20,6,15,15,0,True
201,28,1,62,1,1,4,True
202,28,2,41,5,5,0,True
203,28,3,8,13,13,0,True
204,28,4,18,8,8,0,True
205,28,5,38,6,6,1,True
206,28,6,8,14,14,0,True
207,28,7,2,18,18,0,True
208,28,8,57,2,2,2,True
209,28,9,49,4,4,1,True
210,28,15,22,7,7,0,True
211,28,17,18,9,9,0,True
212,28,14,6,15,15,0,True
213,28,18,3,17,17,0,True
214,28,12,13,11,11,0,True
215,28,21,0,19,19,0,True
216,28,22,11,12,12,0,True
217,28,19,0,22,22,0,True
218,28,11,0,20,20,0,True
219,28,13,54,3,3,3,True
220,28,10,13,10,10,0,True
221,28,16,0,21,21,0,True
222,28,20,6,16,16,0,True
223,29,1,70,1,1,4,True
224,29,2,41,6,6,0,True
225,29,3,9,13,13,0,True
226,29,4,18,8,8,0,True
227,29,5,43,5,5,1,True
228,29,6,8,15,15,0,True
229,29,7,2,18,18,0,True
230,29,8,57,3,3,2,True
231,29,9,55,4,4,1,True
232,29,15,26,7,7,0,True
233,29,17,18,9,9,0,True
234,29,14,6,16,16,0,True
235,29,18,3,17,17,0,True
236,29,12,13,11,11,0,True
237,29,21,0,19,19,0,True
238,29,22,11,12,12,0,True
239,29,19,0,22,22,0,True
240,29,11,0,20,20,0,True
241,29,13,64,2,2,4,True
242,29,10,15,10,10,0,True
243,29,16,0,21,21,0,True
244,29,20,9,14,14,0,True
245,30,1,76,1,1,4,True
246,30,2,49,5,5,0,True
247,30,3,9,14,14,0,True
248,30,4,23,8,8,0,True
249,30,5,43,6,6,1,True
250,30,6,8,15,15,0,True
251,30,7,4,17,17,0,True
252,30,8,57,4,4,2,True
253,30,9,58,3,3,1,True
254,30,15,26,7,7,0,True
255,30,17,19,9,9,0,True
256,30,14,6,16,16,0,True
257,30,18,3,18,18,0,True
258,30,12,13,11,11,0,True
259,30,21,0,19,19,0,True
260,30,22,11,13,13,0,True
261,30,19,0,22,22,0,True
262,30,11,0,21,21,0,True
263,30,13,74,2,2,5,True
264,30,10,15,10,10,0,True
265,30,16,0,20,20,0,True
266,30,20,13,12,12,0,True
267,31,1,78,1,1,4,True
268,31,2,53,5,5,0,True
269,31,3,9,14,14,0,True
270,31,4,28,7,7,0,True
271,31,5,51,6,6,1,True
272,31,6,8,15,15,0,True
273,31,7,4,17,17,0,True
274,31,8,57,4,4,2,True
275,31,9,64,3,3,1,True
276,31,15,26,8,8,0,True
277,31,17,20,10,10,0,True
278,31,14,6,16,16,0,True
279,31,18,3,18,18,0,True
280,31,12,13,12,12,0,True
281,31,21,0,19,19,0,True
282,31,22,11,13,13,0,True
283,31,19,0,22,22,0,True
284,31,11,0,21,21,0,True
285,31,13,77,2,2,5,True
286,31,10,15,11,11,0,True
287,31,16,0,20,20,0,True
288,31,20,23,9,9,1,True
289,32,1,84,1,1,4,True
290,32,2,56,5,5,0,True
291,32,3,17,12,12,0,True
292,32,4,38,7,7,1,True
293,32,5,51,6,6,1,True
294,32,6,9,15,15,0,True
295,32,7,4,17,17,0,True
296,32,8,57,4,4,2,True
297,32,9,64,3,3,1,True
298,32,15,26,9,9,0,True
299,32,17,20,11,11,0,True
300,32,14,8,16,16,0,True
301,32,18,3,18,18,0,True
302,32,12,13,13,13,0,True
303,32,21,0,19,19,0,True
304,32,22,11,14,14,0,True
305,32,19,0,22,22,0,True
306,32,11,0,21,21,0,True
307,32,13,77,2,2,5,True
308,32,10,20,10,10,0,True
309,32,16,0,20,20,0,True
310,32,20,27,8,8,1,True
311,33,1,84,1,1,4,True
312,33,2,56,5,5,0,True
313,33,3,17,13,13,0,True
314,33,4,48,7,7,2,True
315,33,5,51,6,6,1,True
316,33,6,9,15,15,0,True
317,33,7,4,17,17,0,True
318,33,8,63,4,4,2,True
319,33,9,72,3,3,1,True
320,33,15,30,9,9,0,True
321,33,17,21,10,10,0,True
322,33,14,8,16,16,0,True
323,33,18,3,18,18,0,True
324,33,12,18,12,12,0,True
325,33,21,0,19,19,0,True
326,33,22,11,14,14,0,True
327,33,19,0,22,22,0,True
328,33,11,0,21,21,0,True
329,33,13,79,2,2,5,True
330,33,10,20,11,11,0,True
331,33,16,0,20,20,0,True
332,33,20,30,8,8,1,True
3459,34,20,30,8,8,1,True
3458,34,16,0,20,20,0,True
3457,34,10,22,10,10,0,True
3456,34,13,87,2,2,5,True
3455,34,11,0,21,21,0,True
3454,34,19,0,22,22,0,True
3453,34,22,11,14,14,0,True
3452,34,21,0,19,19,0,True
3451,34,12,19,12,12,0,True
3450,34,18,3,18,18,0,True
3449,34,14,8,16,16,0,True
3448,34,17,21,11,11,0,True
3447,34,15,30,9,9,0,True
3446,34,9,75,3,3,1,True
3445,34,8,69,4,4,2,True
3444,34,7,4,17,17,0,True
3443,34,6,9,15,15,0,True
3442,34,5,51,7,7,1,True
3441,34,4,53,6,6,2,True
3440,34,3,17,13,13,0,True
3439,34,2,60,5,5,0,True
3438,34,1,94,1,1,5,True
355,35,1,98,1,1,5,True
356,35,2,60,6,6,0,True
357,35,3,17,13,13,0,True
358,35,4,61,5,5,2,True
359,35,5,53,7,7,1,True
360,35,6,9,15,15,0,True
361,35,7,4,17,17,0,True
362,35,8,75,3,3,2,True
363,35,9,75,4,4,1,True
364,35,15,31,9,9,0,True
365,35,17,21,11,11,0,True
366,35,14,8,16,16,0,True
367,35,18,3,18,18,0,True
368,35,12,19,12,12,0,True
369,35,21,0,19,19,0,True
370,35,22,11,14,14,0,True
371,35,19,0,22,22,0,True
372,35,11,0,21,21,0,True
373,35,13,97,2,2,6,True
374,35,10,25,10,10,0,True
375,35,16,0,20,20,0,True
376,35,20,35,8,8,1,True
13629,36,16,0,17,17,0,True
13628,36,19,0,16,16,0,True
13627,36,18,0,15,15,0,True
13626,36,24,0,14,14,0,True
13625,36,17,0,13,13,0,True
13624,36,11,0,12,12,0,True
13623,36,22,0,11,11,0,True
13622,36,5,0,10,10,0,True
13621,36,15,0,9,9,0,True
13620,36,23,1,8,8,0,True
13619,36,3,2,7,7,0,True
13618,36,13,3,6,6,0,True
13617,36,21,4,5,5,0,True
13649,37,9,0,20,20,0,True
13648,37,26,0,17,17,0,True
13647,37,25,0,11,11,0,True
13646,37,16,0,19,19,0,True
13645,37,19,0,18,18,0,True
13644,37,18,0,15,15,0,True
13643,37,24,0,16,16,0,True
13642,37,17,0,12,12,0,True
13641,37,11,0,14,14,0,True
13640,37,22,0,13,13,0,True
13639,37,5,1,9,9,0,True
13638,37,15,2,7,7,0,True
13637,37,23,1,10,10,0,True
13635,37,13,7,6,6,0,True
13670,38,27,0,18,18,0,True
13669,38,9,3,8,8,0,True
13668,38,26,0,19,19,0,True
13667,38,25,0,12,12,0,True
13666,38,16,0,20,20,0,True
13665,38,19,0,21,21,0,True
13664,38,18,0,16,16,0,True
13663,38,24,0,17,17,0,True
13662,38,17,0,13,13,0,True
13661,38,11,0,15,15,0,True
13660,38,22,0,14,14,0,True
13659,38,5,1,10,10,0,True
13658,38,15,4,7,7,0,True
13657,38,23,1,11,11,0,True
13656,38,3,2,9,9,0,True
13655,38,13,17,4,4,1,True
13654,38,21,8,6,6,0,True
13653,38,2,15,5,5,0,True
13652,38,1,22,3,3,0,True
13651,38,4,22,1,1,1,True
13650,38,8,22,2,2,1,True
13692,39,14,4,9,9,0,True
13691,39,27,0,20,20,0,True
13690,39,9,8,6,6,0,True
13689,39,26,0,22,22,0,True
13688,39,25,0,14,14,0,True
13687,39,16,0,19,19,0,True
13686,39,19,0,17,17,0,True
13685,39,18,0,18,18,0,True
13684,39,24,0,21,21,0,True
13683,39,17,0,16,16,0,True
13682,39,11,1,12,12,0,True
13681,39,22,0,15,15,0,True
13680,39,5,3,11,11,0,True
13679,39,15,4,10,10,0,True
13678,39,23,1,13,13,0,True
13677,39,3,5,8,8,0,True
13675,39,21,8,7,7,0,True
13714,40,14,4,9,9,0,True
13713,40,27,0,21,21,0,True
13712,40,9,12,7,7,0,True
13711,40,26,0,15,15,0,True
13710,40,25,2,12,12,0,True
13709,40,16,0,20,20,0,True
13708,40,19,0,19,19,0,True
13707,40,18,0,18,18,0,True
13706,40,24,0,22,22,0,True
13705,40,17,0,17,17,0,True
13704,40,11,1,13,13,0,True
13703,40,22,0,16,16,0,True
13702,40,5,3,11,11,0,True
13701,40,15,4,10,10,0,True
13700,40,23,1,14,14,0,True
13699,40,3,5,8,8,0,True
13697,40,21,13,6,6,0,True
13736,41,14,4,11,11,0,True
13735,41,27,0,21,21,0,True
13734,41,9,12,7,7,0,True
13733,41,26,0,16,16,0,True
13732,41,25,8,8,8,0,True
13731,41,16,0,20,20,0,True
13730,41,19,0,18,18,0,True
13729,41,18,0,19,19,0,True
13728,41,24,0,22,22,0,True
13726,41,11,4,12,12,0,True
13724,41,5,8,9,9,0,True
13722,41,23,2,14,14,0,True
13721,41,3,5,10,10,0,True
13720,41,13,33,3,3,2,True
13718,41,2,26,5,5,0,True
13716,41,4,40,2,2,2,True
13759,42,20,1,16,16,0,True
13758,42,14,4,12,12,0,True
13757,42,27,0,22,22,0,True
13756,42,9,12,7,7,0,True
13755,42,26,0,17,17,0,True
13754,42,25,8,9,9,0,True
13753,42,16,0,21,21,0,True
13752,42,19,0,19,19,0,True
13751,42,18,0,20,20,0,True
13750,42,24,0,23,23,0,True
13748,42,11,4,13,13,0,True
13746,42,5,12,8,8,0,True
13744,42,23,2,15,15,0,True
13743,42,3,5,11,11,0,True
13742,42,13,39,3,3,2,True
13740,42,2,26,5,5,0,True
13738,42,4,48,2,2,2,True
13782,43,20,1,17,17,0,True
13781,43,14,4,12,12,0,True
13780,43,27,0,22,22,0,True
13779,43,9,17,6,6,0,True
13778,43,26,0,18,18,0,True
13777,43,25,8,9,9,0,True
13776,43,16,0,21,21,0,True
13775,43,19,0,20,20,0,True
13774,43,18,1,16,16,0,True
13773,43,24,0,23,23,0,True
13772,43,17,2,14,14,0,True
13771,43,11,4,13,13,0,True
13769,43,5,12,8,8,0,True
13767,43,23,2,15,15,0,True
13766,43,3,5,11,11,0,True
13765,43,13,47,3,3,2,True
13763,43,2,30,5,5,0,True
13761,43,4,50,2,2,2,True
13805,44,20,1,17,17,0,True
13804,44,14,4,12,12,0,True
13803,44,27,0,22,22,0,True
13802,44,9,22,6,6,0,True
13801,44,26,0,19,19,0,True
13800,44,25,8,9,9,0,True
13799,44,16,0,21,21,0,True
13798,44,19,0,20,20,0,True
13797,44,18,1,16,16,0,True
13796,44,24,0,23,23,0,True
13795,44,17,2,14,14,0,True
13794,44,11,4,13,13,0,True
13792,44,5,14,8,8,0,True
13790,44,23,2,15,15,0,True
13789,44,3,5,11,11,0,True
13787,44,21,17,7,7,0,True
13784,44,4,58,2,2,2,True
13828,45,20,1,17,17,0,True
13827,45,14,8,11,11,0,True
13826,45,27,0,22,22,0,True
13825,45,9,24,6,6,0,True
13824,45,26,0,19,19,0,True
13823,45,25,13,9,9,0,True
13822,45,16,0,21,21,0,True
13821,45,19,0,20,20,0,True
13820,45,18,1,16,16,0,True
13819,45,24,0,23,23,0,True
13818,45,17,8,10,10,0,True
13817,45,11,4,14,14,0,True
13816,45,22,0,18,18,0,True
13815,45,5,15,8,8,0,True
13814,45,15,7,12,12,0,True
13813,45,23,2,15,15,0,True
13811,45,13,59,3,3,2,True
13809,45,2,36,5,5,0,True
13832,46,2,42,5,5,0,True
13851,46,20,1,17,17,0,True
13850,46,14,8,11,11,0,True
13849,46,27,0,22,22,0,True
13848,46,9,28,6,6,0,True
13847,46,26,0,19,19,0,True
13846,46,25,13,9,9,0,True
13845,46,16,0,21,21,0,True
13844,46,19,0,20,20,0,True
13843,46,18,1,16,16,0,True
13842,46,24,0,23,23,0,True
13841,46,17,8,10,10,0,True
13840,46,11,4,15,15,0,True
13838,46,5,16,8,8,0,True
13837,46,15,7,13,13,0,True
13836,46,23,5,14,14,0,True
13835,46,3,7,12,12,0,True
13833,46,21,17,7,7,0,True
13830,46,4,73,2,2,3,True
13856,47,21,17,8,8,0,True
13875,47,29,0,24,24,0,True
13874,47,20,1,17,17,0,True
13873,47,14,8,12,12,0,True
13872,47,27,0,22,22,0,True
13871,47,9,29,6,6,0,True
13870,47,26,0,19,19,0,True
13869,47,25,13,9,9,0,True
13868,47,16,0,21,21,0,True
13867,47,19,0,20,20,0,True
13866,47,18,1,16,16,0,True
13865,47,24,0,23,23,0,True
13864,47,17,8,11,11,0,True
13863,47,11,4,15,15,0,True
13862,47,22,0,18,18,0,True
13861,47,5,19,7,7,0,True
13858,47,3,9,10,10,0,True
13857,47,13,69,3,3,3,True
13855,47,2,47,5,5,0,True
13853,47,4,79,2,2,3,True
13879,48,2,52,5,5,0,True
13899,48,29,0,24,24,0,True
13898,48,20,1,17,17,0,True
13897,48,14,8,12,12,0,True
13896,48,27,0,22,22,0,True
13895,48,9,33,6,6,0,True
13894,48,26,0,19,19,0,True
13893,48,25,13,9,9,0,True
13892,48,16,0,21,21,0,True
13891,48,19,0,20,20,0,True
13890,48,18,2,16,16,0,True
13889,48,24,0,23,23,0,True
13888,48,17,8,11,11,0,True
13887,48,11,4,15,15,0,True
13886,48,22,0,18,18,0,True
13885,48,5,21,7,7,0,True
13884,48,15,7,13,13,0,True
13881,48,13,69,4,4,3,True
13880,48,21,17,8,8,0,True
13877,48,4,89,2,2,4,True
13903,49,2,56,5,5,0,True
13923,49,29,0,24,24,0,True
13922,49,20,1,17,17,0,True
13921,49,14,8,12,12,0,True
13920,49,27,0,23,23,0,True
13919,49,9,33,6,6,0,True
13918,49,26,0,19,19,0,True
13917,49,25,13,10,10,0,True
13916,49,16,0,22,22,0,True
13915,49,19,0,20,20,0,True
13914,49,18,2,16,16,0,True
13913,49,24,0,21,21,0,True
13912,49,17,10,11,11,0,True
13911,49,11,4,15,15,0,True
13910,49,22,0,18,18,0,True
13909,49,5,22,7,7,0,True
13908,49,15,7,13,13,0,True
13905,49,13,77,4,4,3,True
13904,49,21,17,8,8,0,True
13901,49,4,95,2,2,4,True
13927,50,2,56,5,5,0,True
13947,50,29,0,23,23,0,True
13946,50,20,1,18,18,0,True
13945,50,14,13,11,11,0,True
13944,50,27,0,24,24,0,True
13943,50,9,35,6,6,0,True
13942,50,26,0,21,21,0,True
13941,50,25,13,10,10,0,True
13940,50,16,1,17,17,0,True
13939,50,19,0,22,22,0,True
13938,50,18,2,16,16,0,True
13937,50,24,0,20,20,0,True
13936,50,17,10,12,12,0,True
13935,50,11,4,15,15,0,True
13934,50,22,0,19,19,0,True
13933,50,5,30,7,7,0,True
13932,50,15,7,13,13,0,True
13929,50,13,80,4,4,3,True
13928,50,21,21,8,8,0,True
13925,50,4,95,2,2,4,True
13951,51,2,58,5,5,0,True
13971,51,29,0,23,23,0,True
13970,51,20,6,14,14,0,True
13969,51,14,14,10,10,0,True
13968,51,27,0,24,24,0,True
13967,51,9,35,6,6,0,True
13966,51,26,0,21,21,0,True
13965,51,25,13,11,11,0,True
13964,51,16,1,19,19,0,True
13963,51,19,0,22,22,0,True
13962,51,18,6,15,15,0,True
13961,51,24,3,18,18,0,True
13960,51,17,10,12,12,0,True
13959,51,11,4,17,17,0,True
13958,51,22,0,20,20,0,True
13957,51,5,30,7,7,0,True
13956,51,15,7,13,13,0,True
13955,51,23,5,16,16,0,True
13953,51,13,86,4,4,3,True
13952,51,21,21,8,8,0,True
13949,51,4,103,2,2,4,True
13972,52,8,110,1,1,6,True
13996,52,6,0,22,22,0,True
13995,52,29,0,24,24,0,True
13994,52,20,6,14,14,0,True
13993,52,14,14,10,10,0,True
13992,52,27,0,25,25,0,True
13991,52,9,39,6,6,0,True
13990,52,26,0,21,21,0,True
13989,52,25,13,11,11,0,True
13988,52,16,1,19,19,0,True
13987,52,19,0,23,23,0,True
13986,52,18,6,15,15,0,True
13985,52,24,3,18,18,0,True
13984,52,17,10,12,12,0,True
13983,52,11,4,17,17,0,True
13982,52,22,0,20,20,0,True
13981,52,5,30,7,7,0,True
13980,52,15,8,13,13,0,True
13979,52,23,5,16,16,0,True
13978,52,3,20,9,9,0,True
13977,52,13,94,4,4,3,True
13975,52,2,61,5,5,0,True
13973,52,4,109,3,3,4,True
12824,53,11,0,18,18,0,True
12823,53,33,0,17,17,0,True
12822,53,15,0,16,16,0,True
12821,53,22,0,15,15,0,True
12820,53,23,0,14,14,0,True
12819,53,26,0,13,13,0,True
12818,53,2,0,12,12,0,True
12817,53,24,0,11,11,0,True
12816,53,14,0,10,10,0,True
12815,53,13,0,9,9,0,True
12814,53,32,1,8,8,0,True
12813,53,3,2,7,7,0,True
12812,53,17,3,6,6,0,True
12811,53,31,4,5,5,0,True
12810,53,18,5,4,4,0,True
12809,53,8,6,3,3,0,True
12808,53,30,8,2,2,0,True
12807,53,4,10,1,1,1,True
12845,54,27,0,17,17,0,True
12844,54,35,2,10,10,0,True
12843,54,21,10,4,4,1,True
12842,54,11,0,21,21,0,True
12841,54,33,0,19,19,0,True
12840,54,15,0,13,13,0,True
12839,54,22,0,14,14,0,True
12838,54,23,1,11,11,0,True
12837,54,26,0,20,20,0,True
12836,54,2,0,18,18,0,True
12835,54,24,0,16,16,0,True
12834,54,14,0,15,15,0,True
12833,54,13,4,7,7,0,True
12832,54,32,1,12,12,0,True
12831,54,3,2,9,9,0,True
12830,54,17,3,8,8,0,True
12829,54,31,9,5,5,0,True
12828,54,18,11,3,3,0,True
12827,54,8,6,6,6,0,True
12826,54,30,11,2,2,0,True
12825,54,4,18,1,1,1,True
12867,55,34,0,22,22,0,True
12866,55,27,0,19,19,0,True
12865,55,35,5,9,9,0,True
12864,55,21,14,2,2,1,True
12863,55,11,0,20,20,0,True
12862,55,33,0,21,21,0,True
12861,55,15,0,17,17,0,True
12860,55,22,2,12,12,0,True
12859,55,23,7,7,7,0,True
12858,55,26,0,16,16,0,True
12857,55,2,5,8,8,0,True
12856,55,24,0,18,18,0,True
12855,55,14,1,14,14,0,True
12854,55,13,4,10,10,0,True
12853,55,32,1,15,15,0,True
12852,55,3,2,13,13,0,True
12851,55,17,3,11,11,0,True
12850,55,31,9,6,6,0,True
12849,55,18,11,5,5,0,True
12848,55,8,14,3,3,0,True
12847,55,30,11,4,4,0,True
12846,55,4,28,1,1,2,True
12889,56,34,0,22,22,0,True
12888,56,27,0,19,19,0,True
12887,56,35,5,11,11,0,True
12886,56,21,15,4,4,1,True
12885,56,11,0,20,20,0,True
12884,56,33,0,21,21,0,True
12883,56,15,0,17,17,0,True
12882,56,22,2,12,12,0,True
12881,56,23,7,8,8,0,True
12880,56,26,0,16,16,0,True
12879,56,2,5,10,10,0,True
12878,56,24,0,18,18,0,True
12877,56,14,1,14,14,0,True
12876,56,13,9,7,7,0,True
12875,56,32,1,15,15,0,True
12874,56,3,2,13,13,0,True
12873,56,17,6,9,9,0,True
12872,56,31,15,5,5,0,True
12871,56,18,13,6,6,0,True
12870,56,8,18,3,3,0,True
12869,56,30,21,2,2,1,True
12868,56,4,36,1,1,2,True
12911,57,34,0,22,22,0,True
12910,57,27,0,19,19,0,True
12909,57,35,6,11,11,0,True
12908,57,21,18,4,4,1,True
12907,57,11,0,21,21,0,True
12906,57,33,0,20,20,0,True
12905,57,15,0,16,16,0,True
12904,57,22,6,9,9,0,True
12903,57,23,7,8,8,0,True
12902,57,26,0,17,17,0,True
12901,57,2,5,12,12,0,True
12900,57,24,0,18,18,0,True
12899,57,14,1,14,14,0,True
12898,57,13,15,5,5,0,True
12897,57,32,1,15,15,0,True
12896,57,3,4,13,13,0,True
12895,57,17,6,10,10,0,True
12894,57,31,15,6,6,0,True
12893,57,18,13,7,7,0,True
12892,57,8,23,3,3,0,True
12891,57,30,31,2,2,2,True
12890,57,4,44,1,1,2,True
12933,58,34,0,22,22,0,True
12932,58,27,0,19,19,0,True
12931,58,35,6,12,12,0,True
12930,58,21,24,4,4,1,True
12929,58,11,0,21,21,0,True
12928,58,33,0,20,20,0,True
12927,58,15,0,16,16,0,True
12926,58,22,8,8,8,0,True
12925,58,23,7,9,9,0,True
12924,58,26,0,17,17,0,True
12923,58,2,6,10,10,0,True
12922,58,24,0,18,18,0,True
12921,58,14,1,14,14,0,True
12920,58,13,20,5,5,0,True
12919,58,32,1,15,15,0,True
12918,58,3,4,13,13,0,True
12917,58,17,6,11,11,0,True
12916,58,31,15,7,7,0,True
12915,58,18,16,6,6,0,True
12914,58,8,27,3,3,0,True
12913,58,30,39,2,2,2,True
12912,58,4,54,1,1,3,True
12956,59,36,0,23,23,0,True
12955,59,34,0,22,22,0,True
12954,59,27,0,19,19,0,True
12953,59,35,6,13,13,0,True
12952,59,21,27,3,3,1,True
12951,59,11,0,21,21,0,True
12950,59,33,0,20,20,0,True
12949,59,15,0,16,16,0,True
12948,59,22,13,8,8,0,True
12947,59,23,8,9,9,0,True
12946,59,26,0,17,17,0,True
12945,59,2,8,10,10,0,True
12944,59,24,0,18,18,0,True
12943,59,14,7,11,11,0,True
12942,59,13,20,6,6,0,True
12941,59,32,1,15,15,0,True
12940,59,3,4,14,14,0,True
12939,59,17,6,12,12,0,True
12938,59,31,23,5,5,0,True
12937,59,18,16,7,7,0,True
12936,59,8,27,4,4,0,True
12935,59,30,43,2,2,2,True
12934,59,4,64,1,1,4,True
12979,60,36,0,23,23,0,True
12978,60,34,0,22,22,0,True
12977,60,27,0,19,19,0,True
12976,60,35,7,12,12,0,True
12975,60,21,32,4,4,1,True
