driverStandingsId,raceId,driverId,points,position,positionText,wins,is_classified
19329,383,118,14,7,7,0,True
19330,383,105,22,4,4,0,True
19331,383,138,1,16,16,0,True
19332,383,123,17,6,6,0,True
19333,383,158,6,10,10,0,True
19334,383,140,0,22,22,0,True
19335,383,110,3,14,14,0,True
19336,383,156,5,13,13,0,True
19337,383,159,0,27,27,0,True
19338,383,112,0,23,23,0,True
19339,383,99,0,21,21,0,True
19340,383,166,0,26,26,0,True
19341,383,114,0,18,18,0,True
19342,383,163,0,32,32,0,True
19343,383,131,0,28,28,0,True
19344,383,95,6,9,9,0,True
19345,383,145,6,11,11,0,True
19346,383,119,2,15,15,0,True
19347,383,122,10,8,8,0,True
19348,383,167,0,34,34,0,True
19349,383,127,5,12,12,0,True
19350,383,165,0,31,31,0,True
19351,383,141,0,24,24,0,True
19352,383,160,0,33,33,0,True
19353,383,78,0,25,25,0,True
19354,383,146,0,30,30,0,True
19355,383,133,0,20,20,0,True
19356,383,102,75,1,1,7,True
19357,383,94,1,17,17,0,True
19358,383,84,0,19,19,0,True
19359,383,168,0,29,29,0,True
19360,384,117,81,1,1,5,True
19361,384,77,37,3,3,1,True
19362,384,137,18,6,6,0,True
19363,384,118,17,7,7,0,True
19364,384,105,24,4,4,0,True
19365,384,138,1,16,16,0,True
19366,384,123,21,5,5,0,True
19367,384,158,6,10,10,0,True
19368,384,140,0,24,24,0,True
19369,384,110,3,14,14,0,True
19370,384,156,5,13,13,0,True
19371,384,159,0,21,21,0,True
19372,384,112,0,25,25,0,True
19373,384,99,0,22,22,0,True
19374,384,166,0,23,23,0,True
19375,384,114,0,18,18,0,True
19376,384,163,0,28,28,0,True
19377,384,131,0,29,29,0,True
19378,384,95,6,9,9,0,True
19379,384,145,6,11,11,0,True
19380,384,119,2,15,15,0,True
19381,384,122,16,8,8,0,True
19382,384,167,0,34,34,0,True
19383,384,127,5,12,12,0,True
19384,384,165,0,32,32,0,True
19385,384,141,0,26,26,0,True
19386,384,160,0,33,33,0,True
19387,384,78,0,27,27,0,True
19388,384,146,0,31,31,0,True
19389,384,133,0,19,19,0,True
19390,384,102,76,2,2,7,True
19391,384,94,1,17,17,0,True
19392,384,84,0,20,20,0,True
19393,384,168,0,30,30,0,True
19394,385,117,84,1,1,6,True
19395,385,77,38,3,3,1,True
19396,385,137,18,6,6,0,True
19397,385,118,17,7,7,0,True
19398,385,105,24,4,4,0,True
19399,385,138,1,16,16,0,True
19400,385,123,21,5,5,0,True
19401,385,158,6,11,11,0,True
19402,385,140,0,24,24,0,True
19403,385,110,3,15,15,0,True
19404,385,156,5,13,13,0,True
19405,385,159,0,21,21,0,True
19406,385,112,0,25,25,0,True
19407,385,99,0,22,22,0,True
19408,385,166,0,23,23,0,True
19409,385,114,0,18,18,0,True
19410,385,163,0,28,28,0,True
19411,385,131,0,29,29,0,True
19412,385,95,12,9,9,0,True
19413,385,145,10,10,10,0,True
19414,385,119,4,14,14,0,True
19415,385,122,16,8,8,0,True
19416,385,167,0,34,34,0,True
19417,385,127,5,12,12,0,True
19418,385,165,0,32,32,0,True
19419,385,141,0,26,26,0,True
19420,385,160,0,33,33,0,True
19421,385,78,0,27,27,0,True
19422,385,146,0,31,31,0,True
19423,385,133,0,19,19,0,True
19424,385,102,79,2,2,7,True
19425,385,94,1,17,17,0,True
19426,385,84,0,20,20,0,True
19427,385,168,0,30,30,0,True
19428,386,117,84,2,2,6,True
19429,386,77,41,3,3,1,True
19430,386,137,18,6,6,0,True
19431,386,118,17,7,7,0,True
19432,386,105,24,5,5,0,True
19433,386,138,1,16,16,0,True
19434,386,123,25,4,4,0,True
19435,386,158,6,11,11,0,True
19436,386,140,0,25,25,0,True
19437,386,110,3,15,15,0,True
19438,386,156,5,13,13,0,True
19439,386,159,0,22,22,0,True
19440,386,112,0,24,24,0,True
19441,386,99,0,23,23,0,True
19442,386,166,0,21,21,0,True
19443,386,114,0,18,18,0,True
19444,386,163,0,28,28,0,True
19445,386,131,0,29,29,0,True
19446,386,95,12,9,9,0,True
19447,386,145,12,10,10,0,True
19448,386,119,5,14,14,0,True
19449,386,122,16,8,8,0,True
19450,386,167,0,34,34,0,True
19451,386,127,5,12,12,0,True
19452,386,165,0,32,32,0,True
19453,386,141,0,26,26,0,True
19454,386,160,0,33,33,0,True
19455,386,78,0,27,27,0,True
19456,386,146,0,31,31,0,True
19457,386,133,0,19,19,0,True
19458,386,102,87,1,1,8,True
19459,386,94,1,17,17,0,True
19460,386,84,0,20,20,0,True
19461,386,168,0,30,30,0,True
19462,386,88,0,35,35,0,True
19463,387,117,87,2,2,7,True
19464,387,77,41,3,3,1,True
19465,387,137,22,6,6,0,True
19466,387,118,17,8,8,0,True
19467,387,105,24,5,5,0,True
19468,387,138,1,16,16,0,True
19469,387,123,27,4,4,0,True
19470,387,158,6,12,12,0,True
19471,387,140,0,25,25,0,True
19472,387,110,3,15,15,0,True
19473,387,156,5,14,14,0,True
19474,387,159,0,22,22,0,True
19475,387,112,0,24,24,0,True
19476,387,99,0,23,23,0,True
19477,387,166,0,21,21,0,True
19478,387,114,0,18,18,0,True
19479,387,163,0,28,28,0,True
19480,387,131,0,29,29,0,True
19481,387,95,12,9,9,0,True
19482,387,145,12,10,10,0,True
19483,387,119,8,11,11,0,True
19484,387,122,17,7,7,0,True
19485,387,167,0,34,34,0,True
19486,387,127,5,13,13,0,True
19487,387,165,0,32,32,0,True
19488,387,141,0,26,26,0,True
19489,387,160,0,33,33,0,True
19490,387,78,0,27,27,0,True
19491,387,146,0,31,31,0,True
19492,387,133,0,19,19,0,True
19493,387,102,90,1,1,8,True
19494,387,94,1,17,17,0,True
19495,387,84,0,20,20,0,True
19496,387,168,0,30,30,0,True
19497,387,88,0,35,35,0,True
19498,387,162,0,36,36,0,True
19499,388,117,9,1,1,1,True
19500,388,137,6,2,2,0,True
19501,388,140,4,3,3,0,True
19502,388,77,3,4,4,0,True
19503,388,123,2,5,5,0,True
19504,388,95,1,6,6,0,True
19505,388,138,0,7,7,0,True
19506,388,105,0,8,8,0,True
19507,388,157,0,9,9,0,True
19508,388,156,0,10,10,0,True
19509,388,166,0,11,11,0,True
19510,388,169,0,12,12,0,True
19511,388,158,0,13,13,0,True
19512,388,102,0,14,14,0,True
19513,388,119,0,15,15,0,True
19514,388,110,0,16,16,0,True
19515,388,118,0,17,17,0,True
19516,388,133,0,18,18,0,True
19517,388,145,0,19,19,0,True
19518,388,84,0,20,20,0,True
19519,388,170,0,21,21,0,True
19520,388,122,0,22,22,0,True
19521,389,117,9,2,2,1,True
19522,389,137,6,5,5,0,True
19523,389,140,7,3,3,0,True
19524,389,77,3,7,7,0,True
19525,389,123,2,8,8,0,True
19526,389,95,10,1,1,1,True
19527,389,138,1,10,10,0,True
19528,389,105,4,6,6,0,True
19529,389,157,0,11,11,0,True
19530,389,156,0,14,14,0,True
19531,389,166,0,12,12,0,True
19532,389,169,0,17,17,0,True
19533,389,158,0,19,19,0,True
19534,389,102,6,4,4,0,True
19535,389,119,0,13,13,0,True
19536,389,110,0,21,21,0,True
19537,389,118,0,16,16,0,True
19538,389,133,0,18,18,0,True
19539,389,145,0,22,22,0,True
19540,389,84,2,9,9,0,True
19541,389,170,0,20,20,0,True
19542,389,122,0,25,25,0,True
19543,389,112,0,15,15,0,True
19544,389,167,0,23,23,0,True
19545,389,99,0,24,24,0,True
19546,389,160,0,26,26,0,True
19547,389,163,0,27,27,0,True
19548,390,117,18,1,1,2,True
19549,390,137,6,5,5,0,True
19550,390,140,13,2,2,0,True
19551,390,77,3,9,9,0,True
19552,390,123,2,12,12,0,True
19553,390,95,10,3,3,1,True
19554,390,138,3,10,10,0,True
19555,390,105,4,6,6,0,True
19556,390,157,0,14,14,0,True
19557,390,156,0,20,20,0,True
19558,390,166,0,16,16,0,True
19559,390,169,0,19,19,0,True
19560,390,158,3,8,8,0,True
19561,390,102,6,4,4,0,True
19562,390,119,0,18,18,0,True
19563,390,110,4,7,7,0,True
19564,390,118,0,21,21,0,True
19565,390,133,0,22,22,0,True
19566,390,145,0,25,25,0,True
19567,390,84,2,11,11,0,True
19568,390,170,0,23,23,0,True
19569,390,122,0,24,24,0,True
19570,390,112,0,17,17,0,True
19571,390,167,0,26,26,0,True
19572,390,99,0,27,27,0,True
19573,390,160,0,15,15,0,True
19574,390,163,1,13,13,0,True
19575,391,117,18,1,1,2,True
19576,391,137,12,4,4,0,True
19577,391,140,13,3,3,0,True
19578,391,77,6,7,7,0,True
19579,391,123,2,13,13,0,True
19580,391,95,10,5,5,1,True
19581,391,138,3,10,10,0,True
19582,391,105,8,6,6,0,True
19583,391,157,0,16,16,0,True
19584,391,156,2,12,12,0,True
19585,391,166,0,18,18,0,True
19586,391,169,0,22,22,0,True
19587,391,158,3,9,9,0,True
19588,391,102,15,2,2,1,True
19589,391,119,0,21,21,0,True
19590,391,110,4,8,8,0,True
19591,391,118,0,23,23,0,True
19592,391,133,0,24,24,0,True
19593,391,145,0,25,25,0,True
19594,391,84,2,11,11,0,True
19595,391,170,0,20,20,0,True
19596,391,122,1,15,15,0,True
19597,391,112,0,19,19,0,True
19598,391,167,0,26,26,0,True
19599,391,99,0,27,27,0,True
19600,391,160,0,17,17,0,True
19601,391,163,1,14,14,0,True
19602,392,117,22,2,2,2,True
19603,392,137,18,3,3,0,True
19604,392,140,13,4,4,0,True
19605,392,77,9,6,6,0,True
19606,392,123,2,13,13,0,True
19607,392,95,12,5,5,1,True
19608,392,138,3,10,10,0,True
19609,392,105,8,7,7,0,True
19610,392,157,0,16,16,0,True
19611,392,156,2,12,12,0,True
19612,392,166,0,18,18,0,True
19613,392,169,0,22,22,0,True
19614,392,158,4,9,9,0,True
19615,392,102,24,1,1,2,True
19616,392,119,0,21,21,0,True
19617,392,110,4,8,8,0,True
19618,392,118,0,23,23,0,True
19619,392,133,0,24,24,0,True
19620,392,145,0,25,25,0,True
19621,392,84,2,11,11,0,True
19622,392,170,0,20,20,0,True
19623,392,122,1,15,15,0,True
19624,392,112,0,19,19,0,True
19625,392,167,0,26,26,0,True
19626,392,99,0,27,27,0,True
19627,392,160,0,17,17,0,True
19628,392,163,1,14,14,0,True
19629,393,117,26,2,2,2,True
19630,393,137,24,3,3,0,True
19631,393,140,13,5,5,0,True
19632,393,77,9,6,6,0,True
19633,393,123,2,14,14,0,True
19634,393,95,21,4,4,2,True
19635,393,138,3,10,10,0,True
19636,393,105,8,7,7,0,True
19637,393,157,0,18,18,0,True
19638,393,156,2,11,11,0,True
19639,393,166,1,15,15,0,True
19640,393,169,0,22,22,0,True
19641,393,158,4,9,9,0,True
19642,393,102,27,1,1,2,True
19643,393,119,0,21,21,0,True
19644,393,110,4,8,8,0,True
19645,393,118,0,23,23,0,True
19646,393,133,0,24,24,0,True
19647,393,145,0,26,26,0,True
19648,393,84,2,12,12,0,True
19649,393,170,2,13,13,0,True
19650,393,122,1,17,17,0,True
19651,393,112,0,20,20,0,True
19652,393,167,0,25,25,0,True
19653,393,99,0,27,27,0,True
19654,393,160,0,19,19,0,True
19655,393,163,1,16,16,0,True
19656,394,117,26,4,4,2,True
19657,394,137,30,3,3,0,True
19658,394,140,13,5,5,0,True
19659,394,77,9,6,6,0,True
19660,394,123,2,14,14,0,True
19661,394,95,30,2,2,3,True
19662,394,138,6,8,8,0,True
19663,394,105,8,7,7,0,True
19664,394,157,0,19,19,0,True
19665,394,156,2,12,12,0,True
19666,394,166,1,16,16,0,True
19667,394,169,0,22,22,0,True
19668,394,158,4,10,10,0,True
19669,394,102,31,1,1,2,True
19670,394,119,0,23,23,0,True
19671,394,110,4,9,9,0,True
19672,394,118,2,15,15,0,True
19673,394,133,0,24,24,0,True
19674,394,145,0,26,26,0,True
19675,394,84,2,13,13,0,True
19676,394,170,3,11,11,0,True
19677,394,122,1,18,18,0,True
19678,394,112,0,21,21,0,True
19679,394,167,0,25,25,0,True
19680,394,99,0,27,27,0,True
19681,394,160,0,20,20,0,True
19682,394,163,1,17,17,0,True
19683,395,117,26,4,4,2,True
19684,395,137,39,1,1,1,True
19685,395,140,19,5,5,0,True
19686,395,77,9,6,6,0,True
19687,395,123,2,15,15,0,True
19688,395,95,30,3,3,3,True
19689,395,138,6,8,8,0,True
19690,395,105,8,7,7,0,True
19691,395,157,0,20,20,0,True
19692,395,156,4,12,12,0,True
19693,395,166,4,10,10,0,True
19694,395,169,0,22,22,0,True
19695,395,158,4,11,11,0,True
19696,395,102,35,2,2,2,True
19697,395,119,0,23,23,0,True
19698,395,110,4,9,9,0,True
19699,395,118,2,16,16,0,True
19700,395,133,0,24,24,0,True
19701,395,145,0,26,26,0,True
19702,395,84,2,14,14,0,True
19703,395,170,3,13,13,0,True
19704,395,122,1,19,19,0,True
19705,395,112,1,17,17,0,True
19706,395,167,0,25,25,0,True
19707,395,99,0,27,27,0,True
19708,395,160,0,21,21,0,True
19709,395,163,1,18,18,0,True
19710,396,117,30,4,4,2,True
19711,396,137,48,1,1,2,True
19712,396,140,19,5,5,0,True
19713,396,77,9,6,6,0,True
19714,396,123,5,9,9,0,True
19715,396,95,30,3,3,3,True
19716,396,138,6,8,8,0,True
19717,396,105,8,7,7,0,True
19718,396,157,0,21,21,0,True
19719,396,156,4,13,13,0,True
19720,396,166,4,11,11,0,True
19721,396,169,0,23,23,0,True
19722,396,158,4,12,12,0,True
19723,396,102,41,2,2,2,True
19724,396,119,2,17,17,0,True
19725,396,110,4,10,10,0,True
19726,396,118,3,15,15,0,True
19727,396,133,0,25,25,0,True
19728,396,145,0,24,24,0,True
19729,396,84,2,16,16,0,True
19730,396,170,3,14,14,0,True
19731,396,122,1,20,20,0,True
19732,396,112,1,18,18,0,True
19733,396,167,0,26,26,0,True
19734,396,99,0,27,27,0,True
19735,396,160,0,22,22,0,True
19736,396,163,1,19,19,0,True
19737,397,117,31,4,4,2,True
19738,397,137,54,1,1,2,True
19739,397,140,19,5,5,0,True
19740,397,77,9,6,6,0,True
19741,397,123,8,8,8,0,True
19742,397,95,39,3,3,4,True
19743,397,138,6,10,10,0,True
19744,397,105,8,7,7,0,True
19745,397,157,0,21,21,0,True
19746,397,156,4,14,14,0,True
19747,397,166,4,12,12,0,True
19748,397,169,0,23,23,0,True
19749,397,158,4,13,13,0,True
19750,397,102,43,2,2,2,True
19751,397,119,2,17,17,0,True
19752,397,110,4,11,11,0,True
19753,397,118,3,15,15,0,True
19754,397,133,0,25,25,0,True
19755,397,145,0,24,24,0,True
19756,397,84,2,16,16,0,True
19757,397,170,7,9,9,0,True
19758,397,122,1,20,20,0,True
19759,397,112,1,18,18,0,True
19760,397,167,0,26,26,0,True
19761,397,99,0,27,27,0,True
19762,397,160,0,22,22,0,True
19763,397,163,1,19,19,0,True
19764,398,117,31,4,4,2,True
19765,398,137,63,1,1,3,True
19766,398,140,20,5,5,0,True
19767,398,77,12,6,6,0,True
19768,398,123,10,7,7,0,True
19769,398,95,43,3,3,4,True
19770,398,138,6,10,10,0,True
19771,398,105,8,8,8,0,True
19772,398,157,0,22,22,0,True
19773,398,156,4,14,14,0,True
19774,398,166,4,12,12,0,True
19775,398,169,0,23,23,0,True
19776,398,158,4,13,13,0,True
19777,398,102,49,2,2,2,True
19778,398,119,2,17,17,0,True
19779,398,110,4,11,11,0,True
19780,398,118,3,15,15,0,True
19781,398,133,0,25,25,0,True
19782,398,145,0,24,24,0,True
19783,398,84,2,16,16,0,True
19784,398,170,7,9,9,0,True
19785,398,122,1,20,20,0,True
19786,398,112,1,18,18,0,True
19787,398,167,0,26,26,0,True
19788,398,99,0,27,27,0,True
19789,398,160,0,21,21,0,True
19790,398,163,1,19,19,0,True
19791,398,171,0,28,28,0,True
19792,398,78,0,29,29,0,True
19793,399,117,40,4,4,3,True
19794,399,137,67,1,1,3,True
19795,399,140,22,5,5,0,True
19796,399,77,18,6,6,0,True
19797,399,123,10,8,8,0,True
19798,399,95,43,3,3,4,True
19799,399,138,6,10,10,0,True
19800,399,105,8,9,9,0,True
19801,399,157,0,22,22,0,True
19802,399,156,4,14,14,0,True
19803,399,166,4,13,13,0,True
19804,399,169,0,23,23,0,True
19805,399,158,5,11,11,0,True
19806,399,102,49,2,2,2,True
19807,399,119,2,17,17,0,True
19808,399,110,4,12,12,0,True
19809,399,118,3,15,15,0,True
19810,399,133,0,25,25,0,True
19811,399,145,0,24,24,0,True
19812,399,84,2,16,16,0,True
19813,399,170,10,7,7,0,True
19814,399,122,1,19,19,0,True
19815,399,112,1,18,18,0,True
19816,399,167,0,26,26,0,True
19817,399,99,0,28,28,0,True
19818,399,160,0,21,21,0,True
19819,399,163,1,20,20,0,True
19820,399,171,0,27,27,0,True
19821,399,78,0,29,29,0,True
19822,400,117,46,4,4,3,True
19823,400,137,70,1,1,3,True
19824,400,140,26,5,5,0,True
19825,400,77,18,6,6,0,True
19826,400,123,10,8,8,0,True
19827,400,95,52,2,2,5,True
19828,400,138,6,10,10,0,True
19829,400,105,8,9,9,0,True
19830,400,157,0,22,22,0,True
19831,400,156,4,14,14,0,True
19832,400,166,4,13,13,0,True
19833,400,169,0,23,23,0,True
19834,400,158,5,11,11,0,True
19835,400,102,51,3,3,2,True
19836,400,119,2,17,17,0,True
19837,400,110,4,12,12,0,True
19838,400,118,3,15,15,0,True
19839,400,133,0,25,25,0,True
19840,400,145,0,24,24,0,True
19841,400,84,2,16,16,0,True
19842,400,170,10,7,7,0,True
19843,400,122,1,19,19,0,True
19844,400,112,2,18,18,0,True
19845,400,167,0,26,26,0,True
19846,400,99,0,28,28,0,True
19847,400,160,0,21,21,0,True
19848,400,163,1,20,20,0,True
19849,400,171,0,27,27,0,True
19850,400,78,0,29,29,0,True
19851,401,117,46,4,4,3,True
19852,401,137,73,1,1,3,True
19853,401,140,26,5,5,0,True
19854,401,77,18,6,6,0,True
19855,401,123,10,8,8,0,True
19856,401,95,61,2,2,6,True
19857,401,138,6,12,12,0,True
19858,401,105,8,9,9,0,True
19859,401,157,0,22,22,0,True
19860,401,156,4,15,15,0,True
19861,401,166,4,14,14,0,True
19862,401,169,0,23,23,0,True
19863,401,158,8,10,10,0,True
19864,401,102,51,3,3,2,True
19865,401,119,6,11,11,0,True
19866,401,110,4,13,13,0,True
19867,401,118,3,16,16,0,True
19868,401,133,0,26,26,0,True
19869,401,145,0,25,25,0,True
19870,401,84,2,18,18,0,True
19871,401,170,12,7,7,0,True
19872,401,122,1,19,19,0,True
19873,401,112,3,17,17,0,True
19874,401,167,0,27,27,0,True
19875,401,99,0,29,29,0,True
19876,401,160,0,21,21,0,True
19877,401,163,1,20,20,0,True
19878,401,171,0,28,28,0,True
19879,401,78,0,30,30,0,True
19880,401,114,0,24,24,0,True
19881,402,117,46,4,4,3,True
19882,402,137,73,1,1,3,True
19883,402,140,30,5,5,0,True
19884,402,77,27,6,6,1,True
19885,402,123,12,8,8,0,True
19886,402,95,61,2,2,6,True
19887,402,138,7,11,11,0,True
19888,402,105,11,9,9,0,True
19889,402,157,0,22,22,0,True
19890,402,156,4,15,15,0,True
19891,402,166,4,14,14,0,True
19892,402,169,0,23,23,0,True
19893,402,158,8,10,10,0,True
19894,402,102,57,3,3,2,True
19895,402,119,6,12,12,0,True
19896,402,110,4,13,13,0,True
19897,402,118,3,16,16,0,True
19898,402,133,0,26,26,0,True
19899,402,145,0,25,25,0,True
19900,402,84,2,18,18,0,True
19901,402,170,12,7,7,0,True
19902,402,122,1,19,19,0,True
19903,402,112,3,17,17,0,True
19904,402,167,0,27,27,0,True
19905,402,99,0,30,30,0,True
19906,402,160,0,21,21,0,True
19907,402,163,1,20,20,0,True
19908,402,171,0,28,28,0,True
19909,402,78,0,31,31,0,True
19910,402,114,0,24,24,0,True
19911,402,90,0,29,29,0,True
19912,403,117,46,4,4,3,True
19913,403,137,73,1,1,3,True
19914,403,140,30,6,6,0,True
19915,403,77,36,5,5,2,True
19916,403,123,16,8,8,0,True
19917,403,95,61,2,2,6,True
19918,403,138,7,12,12,0,True
19919,403,105,17,7,7,0,True
19920,403,157,0,23,23,0,True
19921,403,156,7,11,11,0,True
19922,403,166,4,15,15,0,True
19923,403,169,0,25,25,0,True
19924,403,158,8,10,10,0,True
19925,403,102,57,3,3,2,True
19926,403,119,6,13,13,0,True
19927,403,110,4,14,14,0,True
19928,403,118,3,16,16,0,True
19929,403,133,0,27,27,0,True
19930,403,145,0,26,26,0,True
19931,403,84,2,18,18,0,True
19932,403,170,12,9,9,0,True
19933,403,122,1,19,19,0,True
19934,403,112,3,17,17,0,True
19935,403,167,0,28,28,0,True
19936,403,99,0,31,31,0,True
19937,403,160,0,24,24,0,True
19938,403,163,1,20,20,0,True
19939,403,171,0,29,29,0,True
19940,403,78,0,32,32,0,True
19941,403,114,0,22,22,0,True
19942,403,90,1,21,21,0,True
19943,403,131,0,30,30,0,True
19944,404,137,9,1,1,1,True
19945,404,102,6,2,2,0,True
19946,404,172,4,3,3,0,True
19947,404,163,3,4,4,0,True
19948,404,84,2,5,5,0,True
19949,404,77,1,6,6,0,True
19950,404,166,0,7,7,0,True
19951,404,173,0,8,8,0,True
19952,404,174,0,9,9,0,True
19953,404,170,0,10,10,0,True
19954,404,123,0,11,11,0,True
19955,404,105,0,12,12,0,True
19956,404,117,0,13,13,0,True
19957,404,157,0,14,14,0,True
19958,404,140,0,15,15,0,True
19959,404,175,0,16,16,0,True
19960,404,119,0,17,17,0,True
19961,404,156,0,18,18,0,True
19962,404,176,0,19,19,0,True
19963,404,145,0,20,20,0,True
19964,404,110,0,21,21,0,True
19965,404,160,0,22,22,0,True
19966,404,177,0,23,23,0,True
19967,404,178,0,24,24,0,True
19968,404,95,0,25,25,0,True
19969,405,137,9,2,2,1,True
19970,405,102,15,1,1,1,True
19971,405,172,4,4,4,0,True
19972,405,163,3,6,6,0,True
19973,405,84,2,9,9,0,True
19974,405,77,2,10,10,0,True
19975,405,166,0,12,12,0,True
19976,405,173,0,13,13,0,True
19977,405,174,0,15,15,0,True
19978,405,170,2,8,8,0,True
19979,405,123,0,11,11,0,True
19980,405,105,0,16,16,0,True
19981,405,117,4,5,5,0,True
19982,405,157,0,18,18,0,True
19983,405,140,0,19,19,0,True
19984,405,175,0,14,14,0,True
19985,405,119,0,20,20,0,True
19986,405,156,0,21,21,0,True
19987,405,176,0,17,17,0,True
19988,405,145,0,23,23,0,True
19989,405,110,0,24,24,0,True
19990,405,160,0,22,22,0,True
19991,405,177,3,7,7,0,True
19992,405,178,0,25,25,0,True
19993,405,95,6,3,3,0,True
19994,406,137,15,1,1,1,True
19995,406,102,15,2,2,1,True
19996,406,172,4,7,7,0,True
19997,406,163,3,8,8,0,True
19998,406,84,2,10,10,0,True
19999,406,77,6,5,5,0,True
20000,406,166,0,14,14,0,True
20001,406,173,0,15,15,0,True
20002,406,174,0,17,17,0,True
20003,406,170,2,11,11,0,True
20004,406,123,0,13,13,0,True
20005,406,105,0,19,19,0,True
20006,406,117,13,3,3,1,True
20007,406,157,0,21,21,0,True
20008,406,140,3,9,9,0,True
20009,406,175,0,16,16,0,True
20010,406,119,1,12,12,0,True
20011,406,156,0,22,22,0,True
20012,406,176,0,18,18,0,True
20013,406,145,0,25,25,0,True
20014,406,110,0,24,24,0,True
20015,406,160,0,20,20,0,True
20016,406,177,5,6,6,0,True
20017,406,178,0,23,23,0,True
20018,406,95,6,4,4,0,True
20019,406,179,0,26,26,0,True
20020,407,137,15,3,3,1,True
20021,407,102,19,2,2,1,True
20022,407,172,5,7,7,0,True
20023,407,163,5,8,8,0,True
20024,407,84,2,10,10,0,True
20025,407,77,6,6,6,0,True
20026,407,166,0,14,14,0,True
20027,407,173,0,16,16,0,True
20028,407,174,0,18,18,0,True
20029,407,170,2,11,11,0,True
20030,407,123,0,13,13,0,True
20031,407,105,0,19,19,0,True
20032,407,117,22,1,1,2,True
20033,407,157,0,22,22,0,True
20034,407,140,3,9,9,0,True
20035,407,175,0,15,15,0,True
20036,407,119,1,12,12,0,True
20037,407,156,0,20,20,0,True
20038,407,176,0,17,17,0,True
20039,407,145,0,25,25,0,True
20040,407,110,0,24,24,0,True
20041,407,160,0,21,21,0,True
20042,407,177,11,4,4,0,True
20043,407,178,0,23,23,0,True
20044,407,95,9,5,5,0,True
20045,407,179,0,26,26,0,True
20046,408,137,15,4,4,1,True
20047,408,102,25,1,1,1,True
20048,408,172,7,7,7,0,True
20049,408,163,5,9,9,0,True
20050,408,84,2,12,12,0,True
20051,408,77,6,8,8,0,True
20052,408,166,0,15,15,0,True
20053,408,173,0,17,17,0,True
20054,408,174,0,19,19,0,True
20055,408,170,2,11,11,0,True
20056,408,123,0,14,14,0,True
20057,408,105,3,10,10,0,True
20058,408,117,23,2,2,2,True
20059,408,157,0,23,23,0,True
20060,408,140,7,6,6,0,True
20061,408,175,0,16,16,0,True
20062,408,119,1,13,13,0,True
20063,408,156,0,21,21,0,True
20064,408,176,0,18,18,0,True
20065,408,145,0,26,26,0,True
20066,408,110,0,24,24,0,True
20067,408,160,0,22,22,0,True
20068,408,177,11,5,5,0,True
20069,408,178,0,20,20,0,True
20070,408,95,18,3,3,1,True
20071,408,179,0,25,25,0,True
20072,409,137,19,4,4,1,True
20073,409,102,27,3,3,1,True
20074,409,172,7,7,7,0,True
20075,409,163,6,9,9,0,True
20076,409,84,2,12,12,0,True
20077,409,77,6,8,8,0,True
20078,409,166,0,15,15,0,True
20079,409,173,0,17,17,0,True
20080,409,174,0,19,19,0,True
20081,409,170,2,11,11,0,True
20082,409,123,0,14,14,0,True
20083,409,105,3,10,10,0,True
20084,409,117,29,1,1,2,True
20085,409,157,0,25,25,0,True
20086,409,140,7,6,6,0,True
20087,409,175,0,16,16,0,True
20088,409,119,1,13,13,0,True
20089,409,156,0,21,21,0,True
20090,409,176,0,18,18,0,True
20091,409,145,0,26,26,0,True
20092,409,110,0,24,24,0,True
20093,409,160,0,23,23,0,True
20094,409,177,14,5,5,0,True
20095,409,178,0,20,20,0,True
20096,409,95,27,2,2,2,True
20097,409,179,0,22,22,0,True
20098,409,118,0,27,27,0,True
20155,410,158,0,28,28,0,True
20153,410,179,0,23,23,0,True
20152,410,95,29,3,3,2,True
20149,410,160,0,25,25,0,True
20148,410,110,0,26,26,0,True
20146,410,176,0,20,20,0,True
20145,410,156,0,17,17,0,True
20143,410,175,0,18,18,0,True
20141,410,157,0,24,24,0,True
20140,410,117,33,2,2,2,True
20139,410,105,6,9,9,0,True
20137,410,170,2,11,11,0,True
20135,410,173,0,19,19,0,True
20133,410,77,6,8,8,0,True
20131,410,163,6,10,10,0,True
20150,410,177,14,5,5,0,True
20132,410,84,2,12,12,0,True
20136,410,174,0,16,16,0,True
20147,410,145,0,27,27,0,True
20151,410,178,0,21,21,0,True
20154,410,118,0,22,22,0,True
20144,410,119,2,13,13,0,True
20156,410,180,0,29,29,0,True
20142,410,140,7,7,7,0,True
20134,410,166,0,15,15,0,True
20130,410,172,13,6,6,0,True
20138,410,123,0,14,14,0,True
20129,410,102,36,1,1,2,True
20128,410,137,19,4,4,1,True
20157,411,137,23,4,4,1,True
20158,411,102,36,3,3,2,True
20159,411,172,14,6,6,0,True
20160,411,163,8,7,7,0,True
20161,411,84,2,12,12,0,True
20162,411,77,6,9,9,0,True
20163,411,166,0,15,15,0,True
20164,411,173,0,19,19,0,True
20165,411,174,0,16,16,0,True
20166,411,170,2,11,11,0,True
20167,411,123,0,14,14,0,True
20168,411,105,6,10,10,0,True
20169,411,117,39,1,1,2,True
20170,411,157,0,23,23,0,True
20171,411,140,7,8,8,0,True
20172,411,175,0,18,18,0,True
20173,411,119,2,13,13,0,True
20174,411,156,0,17,17,0,True
20175,411,176,0,20,20,0,True
20176,411,145,0,27,27,0,True
20177,411,110,0,26,26,0,True
20178,411,160,0,25,25,0,True
